epoch,loss,f1,precision,recall,seconds
-1,-1.0,0.41114908990699184,0.5109170305676856,0.11132254995242626,127
0,154.4736616462469,0.7675011893234301,0.8431845597104946,0.665080875356803,127
1,72.5810222402215,0.8035004558067576,0.8361344537815126,0.7573739295908658,127
2,24.78488175664097,0.8169912950154449,0.8457556935817805,0.7773549000951475,127
-2,-2.0,0.7373315218823695,0.7723935389133627,0.7151597552685248,127
