epoch,loss,f1,precision,recall,seconds,hyper_parameters,total
4,764.2659987658262,0.6636396205064274,0.6795469686875416,0.6934058463630184,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
5,521.972490509972,0.6717148403231161,0.6846254927726675,0.708361658735554,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
6,307.6758983861655,0.6637261431840552,0.6581050228310502,0.7838205302515295,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
7,180.99672273430042,0.6678081465574565,0.69593147751606,0.6628144119646499,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
8,119.32228943065275,0.6728802652696679,0.6910569105691057,0.6934058463630184,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
9,78.64877709501889,0.665231951046653,0.6736641221374046,0.7199184228416043,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
10,96.38653071934823,0.6570795271357331,0.6586682663467307,0.7464309993201903,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
11,68.80749657540582,0.6701683582991187,0.6795118818240206,0.7192386131883073,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
12,45.17397410029662,0.6699182285387066,0.7057079318013343,0.6471787899388172,324,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
13,54.2236137703876,0.6663746507660918,0.6973207820419985,0.6546566961250849,324,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
14,62.84315358172171,0.67122836031956,0.6866666666666666,0.7002039428959891,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
15,41.74328606738709,0.67895647656165,0.7132352941176471,0.6594153636981646,324,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
16,45.60636658212752,0.6669824382025761,0.6670673076923077,0.7545887151597552,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
17,50.7947728537838,0.6670934984937171,0.6960573476702508,0.6600951733514616,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
18,47.43670013578958,0.6781944421909312,0.7252918287937743,0.6335825968728755,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
19,35.781310794642195,0.6634712492019647,0.6724028043339707,0.717199184228416,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
1,1378.6225969195366,0.36773087599455234,0.5304724125495853,1.0,323,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
2,1373.0337005853653,0.37564522602783224,0.5310796074154853,0.9932019034670292,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
3,1227.5066748559475,0.6111888329113219,0.6378340365682138,0.6165873555404486,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
4,1030.8885841220617,0.6224271865494956,0.6410086264100863,0.6566961250849762,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
5,845.9212330393493,0.6061151535220385,0.654251012145749,0.549286199864038,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
6,623.8193383794278,0.589452393306151,0.6052141527001862,0.6628144119646499,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
7,396.5960551658645,0.5821907841935572,0.6352040816326531,0.5078178110129163,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
8,247.5007750184741,0.6137337382350383,0.6409893992932862,0.6165873555404486,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
9,162.03507419244852,0.6113086827262959,0.6501145912910619,0.5785180149558123,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
10,128.01967078493908,0.5825426925474657,0.5927482921702575,0.7668252889191026,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
11,87.81885739247082,0.5926810541772005,0.6086412022542267,0.6607749830047587,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
12,82.37709778442513,0.6143056643652317,0.6324786324786325,0.6539768864717879,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
13,70.09559915712452,0.5938166361895137,0.6338246702870443,0.5554044867437118,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
14,66.68100281083025,0.6005942530753201,0.63718820861678,0.5730795377294358,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
15,65.74398632376688,0.6134562989059544,0.6526396327467483,0.5798776342624066,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
16,57.23973909212509,0.6107111488775276,0.6568236233040702,0.5594833446634943,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
17,49.04674172910745,0.607524422890045,0.6485647788983708,0.5683208701563562,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
18,50.431674128980376,0.6136252454298993,0.6384455239417072,0.6254248810333106,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
19,41.013248136645416,0.6115990293248508,0.6400570206699929,0.610469068660775,324,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 1e-09}"
1,1378.4664476513863,0.30003676999285395,0.0,0.0,330,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
2,1345.688045322895,0.5483316571509036,0.5696746470227133,0.6308633582596873,342,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
3,1322.6537974476814,0.5025407130909433,0.6230440967283073,0.29775662814411963,343,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
4,1334.7460224032402,0.3030498286740975,0.8,0.002719238613188307,343,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
5,1378.913873910904,0.36773087599455234,0.5304724125495853,1.0,343,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
6,1373.2177680134773,0.5483316571509036,0.5696746470227133,0.6308633582596873,343,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
7,1342.9572192430496,0.5503459087429935,0.5715166461159062,0.6301835486063903,344,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
8,1324.5343717038631,0.5438247273741444,0.5676375404530745,0.5961930659415363,345,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
9,1324.3619465231895,0.5475735307985956,0.5718997361477572,0.5893949694085656,343,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
10,1333.5858321487904,0.5612449838676346,0.5853985264567984,0.5941536369816451,343,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
11,1173.677226960659,0.6082356373397448,0.6230234029095509,0.6696125084976207,344,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
12,1054.3478542268276,0.5990694618275548,0.6055495103373232,0.7566281441196465,343,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
13,947.8556666821241,0.5949838844874763,0.6008105369807497,0.8062542488103331,344,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
14,809.5298875793815,0.6033334794949831,0.6643478260869565,0.5193745751189667,344,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
15,637.0012910701334,0.6002390927180279,0.6873156342182891,0.4751869476546567,344,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
16,444.2856558393687,0.6246582246931047,0.6270514997170346,0.7532290958531611,344,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
17,291.88349066115916,0.6334151790615733,0.6711915535444947,0.6050305914343984,343,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
18,213.3978244580794,0.6219239966483274,0.6729048006509357,0.5622025832766825,343,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
19,149.61011154507287,0.6353752838311961,0.6525479814692257,0.6702923181509177,345,"{'batch_size': 6, 'lr': 1.2e-05, 'eps': 2e-09}"
