epoch,loss,f1,precision,recall,seconds,hyper_parameters,total
5,1379.39106631279,0.36773087599455234,0.5304724125495853,1.0,344,"{'batch_size': 6, 'lr': 3.0000000000000004e-05, 'eps': 3.0000000000000004e-09}"
6,1380.7714040875435,0.30003676999285395,0.0,0.0,341,"{'batch_size': 6, 'lr': 3.0000000000000004e-05, 'eps': 3.0000000000000004e-09}"
7,1378.960593521595,0.36773087599455234,0.5304724125495853,1.0,336,"{'batch_size': 6, 'lr': 3.0000000000000004e-05, 'eps': 3.0000000000000004e-09}"
8,1379.7862874865532,0.30003676999285395,0.0,0.0,325,"{'batch_size': 6, 'lr': 3.0000000000000004e-05, 'eps': 3.0000000000000004e-09}"
9,1379.641458451748,0.36773087599455234,0.5304724125495853,1.0,323,"{'batch_size': 6, 'lr': 3.0000000000000004e-05, 'eps': 3.0000000000000004e-09}"
10,1380.6853361725807,0.30003676999285395,0.0,0.0,327,"{'batch_size': 6, 'lr': 3.0000000000000004e-05, 'eps': 3.0000000000000004e-09}"
1,1311.8652818202972,0.616713122324872,0.6994328922495274,0.5030591434398368,334,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
2,990.3838186338544,0.6671901958507357,0.6577777777777778,0.8048946295037389,340,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
3,688.7967095412314,0.666243957839918,0.71328125,0.6206662134602311,340,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
4,425.80845282878727,0.7074307784302996,0.7413919413919414,0.6879673691366417,340,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
5,238.36549886595458,0.7014321386889698,0.7191547375596455,0.717199184228416,340,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
6,146.65895896451548,0.6820784905435289,0.6788277511961722,0.7715839564921821,341,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
7,113.24637396552134,0.6937862864970055,0.6919315403422983,0.769544527532291,341,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
8,83.68718340608757,0.6588134481367015,0.7460901563937442,0.5513256288239293,339,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
9,67.43690667930059,0.6929581565424909,0.716282320055905,0.6968048946295038,332,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
10,79.78897787694586,0.6783644485668856,0.681592039800995,0.7450713800135962,327,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
11,48.933318908530055,0.7079466766360156,0.7259056732740943,0.7219578518014956,326,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
12,55.425283726581256,0.6962076984333988,0.7026332691072575,0.7437117607070021,326,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
13,43.914199773891596,0.697088051933069,0.7048543689320388,0.7403127124405167,326,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
14,41.99574452271918,0.7004870900247264,0.7402402402402403,0.6702923181509177,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
15,44.1599522769684,0.6936345672385511,0.7,0.7423521414004078,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
16,40.32288403637358,0.6789565206084401,0.6797305572565829,0.7545887151597552,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
17,38.79496438152273,0.7033175110762726,0.7113133940182055,0.7437117607070021,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
18,37.988474158002646,0.6827239664758741,0.6874606175173283,0.7416723317471108,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
19,32.483368027271354,0.6982927097709546,0.6887068461088356,0.8001359619306594,325,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 1e-09}"
1,1353.1834666728973,0.5483316571509036,0.5696746470227133,0.6308633582596873,323,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
2,1238.4823901355267,0.603415921872513,0.6612489307100086,0.5254928619986404,324,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
3,989.0679821670055,0.6366236404811406,0.6593255333792154,0.6512576478585996,324,"{'batch_size': 6, 'lr': 8.000000000000001e-06, 'eps': 2e-09}"
