epoch,loss,f1,precision,recall,seconds,hyper_parameters,total
1,1380.1656931042671,0.49829794590541776,0.5454959053685169,0.8150917743031951,129,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
2,1377.0656061172485,0.38105495866207645,0.5317750182615048,0.9898028552005439,131,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
3,1377.0097945928574,0.5135874121160139,0.6656394453004623,0.29367777022433716,131,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
4,1374.746476829052,0.43463456589142246,0.5379525107045543,0.9394969408565602,132,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
5,1376.7751138806343,0.3237471025929971,0.68,0.023113528212100613,132,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
6,1373.369555592537,0.4503267805904494,0.5423728813559322,0.9354180829367778,133,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
7,1373.9653651118279,0.5715873518767315,0.6035242290748899,0.5588035350101972,133,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
8,1372.0527476072311,0.5751421815856282,0.5905325443786982,0.6784500339904826,131,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
9,1371.5668820142746,0.5051080190686271,0.5560787671232876,0.8830727396329028,128,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
10,1369.883270740509,0.4960192974573246,0.5539236256819136,0.8973487423521413,128,"{'batch_size': 6, 'lr': 1e-05, 'eps': 5e-09, 'dropout': 0.1}"
1,1381.6886631250381,0.3683742816481742,0.5304944063514977,0.9993201903467029,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
2,1379.1689792871475,0.4885402875583008,0.5470158866466295,0.8660774983004759,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
3,1377.795388519764,0.2998858449672455,0.14285714285714285,0.0006798096532970768,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
4,1376.6067796349525,0.5214632884871842,0.5602328705776982,0.8504418762746431,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
5,1374.5602008104324,0.4501798727314669,0.5428459119496856,0.938817131203263,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
6,1373.3357959389687,0.4881537232084793,0.552999178307313,0.9150237933378654,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
7,1374.1311050653458,0.5844128073141626,0.5959367945823928,0.7178789938817132,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
8,1372.9236080646515,0.4852052913757714,0.5512556607657472,0.9102651257647859,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
9,1369.2187405228615,0.5130701220915002,0.5596211795092553,0.8837525492861998,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
10,1367.6640803813934,0.44260043314906206,0.541130604288499,0.9435757987763427,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 1e-08, 'dropout': 0.1}"
1,1382.049112856388,0.48082260729161247,0.62778730703259,0.24881033310673012,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
2,1379.970027923584,0.5622453735886385,0.5785080855503391,0.7539089055064582,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
3,1377.227315545082,0.378017669120277,0.5305078553160395,0.9870836165873556,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
4,1379.4015542268753,0.5248925760880578,0.561427280939476,0.8450033990482665,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
5,1375.2432642579079,0.4368373938289723,0.5397440868553703,0.9462950373895309,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
6,1374.1519039273262,0.43210925706858416,0.5386100386100386,0.9483344663494222,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
7,1371.5566545128822,0.5199901550973692,0.5589558955895589,0.8443235893949694,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
8,1370.4560698270798,0.569612520963109,0.5850574712643678,0.6920462270564242,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
9,1369.8342979550362,0.5880292230752553,0.6137309292649098,0.601631543167913,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
10,1366.6924133896828,0.4041135694918315,0.5340823970037453,0.9694085656016316,125,"{'batch_size': 6, 'lr': 1e-05, 'eps': 2e-08, 'dropout': 0.1}"
1,1382.6421414017677,0.4548348414789921,0.6257928118393234,0.20122365737593473,125,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-09, 'dropout': 0.1}"
2,1376.156523346901,0.40036766526626966,0.5320825515947467,0.9639700883752549,125,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-09, 'dropout': 0.1}"
