epoch,loss,f1,precision,recall,seconds,hyper_parameters
4,106.52132664539386,0.7269601874953848,0.7758887171561051,0.6825288919102651,337,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-09}"
5,64.74935909418855,0.726783404701359,0.7280254777070063,0.7770224337185588,330,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-09}"
6,60.00293990690261,0.7087726877643784,0.749060856498873,0.6777702243371856,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-09}"
7,59.2067319957423,0.7464995432069675,0.7531270572745227,0.7777022433718559,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-09}"
8,36.66279934731574,0.7428548034851719,0.724400234055003,0.8416043507817811,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-09}"
9,33.07143121748231,0.7436283088506473,0.7508239947264338,0.7743031951053705,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-09}"
10,24.184542349779804,0.7315813086300309,0.7592857142857142,0.7226376614547927,332,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-09}"
1,948.1431404128671,0.7241930887183319,0.7686453576864536,0.6866077498300476,333,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
2,498.01794420182705,0.7129443689219926,0.7185280826339574,0.7566281441196465,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
3,230.319619637914,0.7387349036727109,0.761204481792717,0.7389530931339225,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
4,101.98621297907084,0.7255991389207763,0.7155742633794347,0.8089734874235214,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
5,79.85063753975555,0.741328464111296,0.7533602150537635,0.7620666213460231,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
6,59.06515198989655,0.6917975500624711,0.7665236051502146,0.6070700203942896,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
7,48.0509379178402,0.7168280721565667,0.7252459016393442,0.751869476546567,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
8,34.88513123831217,0.7341541379931898,0.747638326585695,0.7532290958531611,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
9,53.98189382319106,0.7196519735832645,0.732573726541555,0.743031951053705,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
10,52.342759093502536,0.7236062263065941,0.7756059421422987,0.6743711760707002,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 2e-08}"
1,973.2360728234053,0.7253788549089267,0.7470383275261324,0.7287559483344663,326,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
2,473.39537717960775,0.7310353438488233,0.7400793650793651,0.760707002039429,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
3,208.33909347420558,0.7643182885400327,0.7858642407277817,0.7634262406526172,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
4,101.19020388892386,0.7582463858873075,0.7902757619738752,0.7403127124405167,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
5,60.6009878043551,0.7379636849524491,0.7796992481203008,0.7049626104690686,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
6,64.52892525846255,0.7508953856419147,0.7682255845942229,0.7593473827328348,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
7,59.03075417134096,0.7364727943358257,0.7292307692307692,0.8055744391570361,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
8,32.172840932486,0.7528414737158808,0.785039941902687,0.7348742352141401,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
9,41.97614757792326,0.7487046701031137,0.7650684931506849,0.7593473827328348,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
10,29.48497458525526,0.7421797191934058,0.7306295399515739,0.8205302515295717,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 5e-08}"
1,1115.6751759946346,0.6792398679051818,0.6612137203166227,0.8518014955812373,326,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
2,646.4994071982801,0.7163713771847621,0.6908108108108109,0.8687967369136642,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
3,301.2732372386381,0.7268060630637967,0.7477414871438499,0.7314751869476547,327,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
4,140.6701677229721,0.7200050225997405,0.7327528466175486,0.7437117607070021,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
5,73.5203769148502,0.7290079226374636,0.751927119831815,0.7294357579877634,326,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
6,68.20777043211274,0.7106910561667564,0.740981240981241,0.6981645139360979,328,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
7,58.06239505473059,0.6997019412692445,0.6896551724137931,0.8021753908905507,327,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
8,29.552524456579704,0.7373460053574397,0.765,0.7280761386811693,327,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
9,45.651771714386996,0.7311808648650511,0.7547434996486296,0.7301155676410604,327,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
10,42.77227662090445,0.7254553228598501,0.7530335474660956,0.717199184228416,327,"{'batch_size': 6, 'lr': 2e-05, 'eps': 1e-07}"
1,1308.2548645734787,0.647975958845117,0.6638044914134742,0.6832087015635622,326,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
2,969.5469110459089,0.7056338571505154,0.7390350877192983,0.6872875594833446,327,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
3,725.5940859690309,0.710894953849594,0.7305306685044797,0.7205982324949014,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
4,478.8397574312985,0.7003382164177746,0.7118307997356246,0.7321549966009517,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
5,298.36063840426505,0.7113784755692623,0.7198952879581152,0.7477906186267845,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
6,183.60135116335005,0.7194375676266263,0.7762738853503185,0.6628144119646499,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
7,108.92406601272523,0.7276243798857323,0.7581227436823105,0.7138001359619307,327,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
8,76.33984295930713,0.7280816982022643,0.7314874436574372,0.7722637661454793,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
9,62.54961051605642,0.7279791525097312,0.7605531295487628,0.7104010876954453,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
10,49.54014778416604,0.7243316114981874,0.7478932584269663,0.7239972807613868,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-08}"
1,1252.67964091897,0.632826849682547,0.6845093268450932,0.5737593473827328,325,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
2,955.7238483726978,0.654781747769115,0.7268760907504364,0.566281441196465,327,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
3,773.0604964569211,0.6988000437577649,0.7279253409906676,0.6893269884432359,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
4,564.3387139812112,0.725567976920303,0.7726574500768049,0.6838885112168592,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
5,360.2959313429892,0.7431114380654813,0.7758369723435226,0.7246770904146839,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
6,200.91762840468436,0.7485045382709423,0.7743080198722498,0.7416723317471108,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
7,119.86165757686831,0.752842142821093,0.7813620071684588,0.7409925220938137,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
8,63.82541526737623,0.7521088368966085,0.7868131868131868,0.7301155676410604,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
9,48.6152795512462,0.7545983489622656,0.793026706231454,0.7267165193745752,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
10,31.496543142944574,0.7569047160913659,0.8202247191011236,0.6947654656696125,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-09}"
1,1197.0308998525143,0.663480195922304,0.6634787806335923,0.7545887151597552,327,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
2,876.716436713934,0.7061587126485563,0.7005444646098004,0.7872195785180149,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
3,612.1197038479149,0.7290631069992157,0.7577060931899642,0.7185588035350102,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
4,390.37275406718254,0.7236196755036384,0.7079697498545666,0.8273283480625425,327,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
5,238.437907604035,0.7303983234614596,0.741011984021305,0.7566281441196465,327,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
6,145.49762414582074,0.7267692173339548,0.7690566037735849,0.6927260367097213,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
7,94.77422537980601,0.7360613327795215,0.7348101265822785,0.7892590074779062,327,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
8,72.42003503092565,0.74021403151548,0.7365119196988708,0.7980965329707682,327,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
9,62.16933757136576,0.7290904883668256,0.7425876010781671,0.7491502379333786,327,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
10,53.962185827840585,0.7297553703407753,0.731457800511509,0.7777022433718559,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 2e-08}"
1,1172.1692271828651,0.6940101824577112,0.7004490057729313,0.7423521414004078,326,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
2,808.8198162764311,0.7193947689910976,0.7146371463714637,0.7899388171312033,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
3,532.5126015394926,0.7214095393384705,0.7741176470588236,0.6709721278042148,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
4,326.61867965757847,0.7343029520494573,0.7520604395604396,0.7443915703602991,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
5,194.82812031172216,0.7123927963726211,0.7130270610446822,0.770224337185588,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
6,122.00996384909377,0.722199064816434,0.7141126589945488,0.8014955812372536,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
7,87.47037079161964,0.727453974114461,0.7280813214739518,0.77906186267845,329,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
8,65.53625156613998,0.7268269666393431,0.7086931491076569,0.8368456832087016,329,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
9,59.1435908456333,0.7205989636953053,0.7012471655328798,0.840924541128484,329,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
10,47.723167409189045,0.7452782174336455,0.7760115606936416,0.7301155676410604,329,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 5e-08}"
1,1222.6761495769024,0.6678853229470987,0.6697135892748324,0.7471108089734875,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
2,868.6102302968502,0.7112696600258819,0.731353591160221,0.7199184228416043,328,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
3,611.6482861563563,0.7141235062307956,0.7679558011049724,0.6614547926580557,322,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
4,415.48899504356086,0.7191714984298865,0.7379642365887208,0.7294357579877634,321,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
5,254.18058001622558,0.6936907261468429,0.6748099891422367,0.8450033990482665,321,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
6,166.8319739033468,0.7268751619236559,0.7519434628975264,0.7233174711080897,321,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
7,117.30916480580345,0.7294302217759752,0.7424344317417619,0.7505098572399728,321,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
8,96.09697287133895,0.7322856415286101,0.7577903682719547,0.7273963290278722,321,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
9,69.7738694556756,0.73568803254864,0.7825421133231241,0.6947654656696125,321,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
10,58.6243661379558,0.7407082742124533,0.7554347826086957,0.7559483344663495,321,"{'batch_size': 6, 'lr': 2.0000000000000003e-06, 'eps': 1e-07}"
1,1382.5033711493015,0.30003676999285395,0.0,0.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
2,1381.2438530921936,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
3,1380.4634934067726,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
4,1380.47383248806,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
5,1379.2401138544083,0.30003676999285395,0.0,0.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
6,1382.2436850667,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
7,1381.9811546206474,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
8,1379.616105377674,0.30003676999285395,0.0,0.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
9,1379.6013014316559,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
10,1378.9654266238213,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-08}"
1,1180.7156302630901,0.36773087599455234,0.5304724125495853,1.0,325,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
2,1380.4313196539879,0.36773087599455234,0.5304724125495853,1.0,331,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
3,1380.653920829296,0.36773087599455234,0.5304724125495853,1.0,328,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
4,1380.1463186144829,0.36773087599455234,0.5304724125495853,1.0,322,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
5,1379.089382469654,0.30003676999285395,0.0,0.0,332,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
6,1383.647024512291,0.30003676999285395,0.0,0.0,333,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
7,1380.4637602865696,0.30003676999285395,0.0,0.0,330,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
8,1381.1821013092995,0.36773087599455234,0.5304724125495853,1.0,329,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
9,1380.546407341957,0.36773087599455234,0.5304724125495853,1.0,330,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
10,1379.6993615627289,0.36773087599455234,0.5304724125495853,1.0,325,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-09}"
1,1317.741046488285,0.30003676999285395,0.0,0.0,321,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
2,1379.2140094339848,0.36773087599455234,0.5304724125495853,1.0,325,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
3,1380.9881640672684,0.36773087599455234,0.5304724125495853,1.0,333,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
4,1379.566340982914,0.36773087599455234,0.5304724125495853,1.0,327,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
5,1379.650600016117,0.30003676999285395,0.0,0.0,333,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
6,1378.6236931681633,0.36773087599455234,0.5304724125495853,1.0,336,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
7,1379.3197372555733,0.36773087599455234,0.5304724125495853,1.0,336,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
8,1378.2624180316925,0.36773087599455234,0.5304724125495853,1.0,336,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
9,1378.5418395996094,0.36773087599455234,0.5304724125495853,1.0,336,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
10,1378.0232310295105,0.36773087599455234,0.5304724125495853,1.0,335,"{'batch_size': 6, 'lr': 4e-05, 'eps': 2e-08}"
1,1168.043088927865,0.6558834794463895,0.6819464033850494,0.6573759347382733,335,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
2,810.3190454170108,0.6728774659946923,0.6864686468646864,0.7070020394289599,334,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
3,516.9684624876827,0.6794126211097385,0.6728754365541327,0.7858599592114208,324,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
4,344.00403630919755,0.6731373104296114,0.6708333333333333,0.7661454792658056,322,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
5,246.4152652239427,0.6595954967965398,0.71900826446281,0.5914343983684568,321,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
6,162.6719002672471,0.6923164291301791,0.7227436823104693,0.6804894629503739,321,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
7,147.08010245044716,0.6847691032309723,0.75,0.6118286879673691,321,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
8,134.23124147346243,0.6907998808878997,0.7013752455795678,0.7280761386811693,321,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
9,80.36778590991162,0.6713882967497727,0.684660961158657,0.7070020394289599,322,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
10,113.79891901882365,0.6881157191286632,0.7312977099236642,0.6512576478585996,321,"{'batch_size': 6, 'lr': 4e-05, 'eps': 5e-08}"
1,1105.4444477111101,0.6107816423009234,0.6164305949008498,0.7396329027872196,320,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
2,778.1419991515577,0.6866204876717145,0.7567796610169492,0.6070700203942896,321,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
3,531.3654700499028,0.6436199130343226,0.6370449678800857,0.8089734874235214,321,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
4,368.4867118280381,0.6801576028097923,0.7532244196044712,0.5955132562882393,321,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
5,204.33265229756944,0.6960823441984291,0.7552674230145867,0.6335825968728755,322,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
6,197.7823624823941,0.7297910693273814,0.736429038587312,0.7654656696125085,322,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
7,153.03463297744747,0.7102347855483584,0.732080723729993,0.7151597552685248,322,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
8,124.1567837598268,0.7026879643696334,0.7406855439642325,0.6757307953772943,322,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
9,82.46118355597719,0.7182313289777505,0.7259646827992152,0.7545887151597552,327,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
10,96.26936755736824,0.7085361681039707,0.7235333782872556,0.7294357579877634,329,"{'batch_size': 6, 'lr': 4e-05, 'eps': 1e-07}"
1,1388.107175141573,0.36773087599455234,0.5304724125495853,1.0,329,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
2,1381.8673139214516,0.36773087599455234,0.5304724125495853,1.0,334,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
3,1380.1832613945007,0.30003676999285395,0.0,0.0,335,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
4,1381.626387834549,0.30003676999285395,0.0,0.0,334,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
5,1380.0655851960182,0.30003676999285395,0.0,0.0,336,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
6,1379.2510703802109,0.36773087599455234,0.5304724125495853,1.0,337,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
7,1380.6328427791595,0.36773087599455234,0.5304724125495853,1.0,337,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
8,1378.5027884244919,0.36773087599455234,0.5304724125495853,1.0,337,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
9,1378.5265477895737,0.30003676999285395,0.0,0.0,336,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
10,1377.780724465847,0.36773087599455234,0.5304724125495853,1.0,333,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-08}"
1,1383.8836863040924,0.36773087599455234,0.5304724125495853,1.0,323,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
2,1386.392129957676,0.36773087599455234,0.5304724125495853,1.0,329,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
3,1386.5481993258,0.36773087599455234,0.5304724125495853,1.0,334,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
4,1385.4286113083363,0.36773087599455234,0.5304724125495853,1.0,333,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
5,1384.5805373191833,0.36773087599455234,0.5304724125495853,1.0,328,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
6,1385.061402440071,0.30003676999285395,0.0,0.0,321,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
7,1387.6653520464897,0.36773087599455234,0.5304724125495853,1.0,328,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
8,1383.9681974053383,0.36773087599455234,0.5304724125495853,1.0,336,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
9,1386.3740988969803,0.36773087599455234,0.5304724125495853,1.0,339,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
10,1384.475745677948,0.30003676999285395,0.0,0.0,341,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-09}"
1,1390.0903562903404,0.36773087599455234,0.5304724125495853,1.0,342,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
2,1383.4350455105305,0.36773087599455234,0.5304724125495853,1.0,343,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
3,1386.5900814533234,0.30003676999285395,0.0,0.0,342,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
4,1384.8997283875942,0.36773087599455234,0.5304724125495853,1.0,345,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
5,1383.4938349425793,0.36773087599455234,0.5304724125495853,1.0,343,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
6,1387.6507368683815,0.36773087599455234,0.5304724125495853,1.0,344,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
7,1384.836189955473,0.36773087599455234,0.5304724125495853,1.0,344,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
8,1384.6595596075058,0.30003676999285395,0.0,0.0,343,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
9,1385.9586501717567,0.36773087599455234,0.5304724125495853,1.0,343,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
10,1384.4724625945091,0.36773087599455234,0.5304724125495853,1.0,346,"{'batch_size': 6, 'lr': 0.0001, 'eps': 2e-08}"
1,1382.8249777555466,0.36773087599455234,0.5304724125495853,1.0,345,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
2,1380.4809102714062,0.30003676999285395,0.0,0.0,344,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
3,1380.7752348780632,0.30003676999285395,0.0,0.0,343,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
4,1378.9164053797722,0.36773087599455234,0.5304724125495853,1.0,343,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
5,1378.4793009757996,0.36773087599455234,0.5304724125495853,1.0,343,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
6,1378.5561722517014,0.36773087599455234,0.5304724125495853,1.0,334,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
7,1377.9546090960503,0.30003676999285395,0.0,0.0,322,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
8,1378.934873431921,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
9,1378.0411631464958,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
